DT_CODE,Area_Name,Age,Total_P,Total_M,Total_F,Rural,Rural_M,Rural_F,Urban,Urban_M,Urban_F
482,District - Anand   (15),12,40408,21782,18626,29243,15746,13497,11165,6036,5129
483,District - Kheda (16),12,47006,25113,21893,37305,19884,17421,9701,5229,4472
484,District - Panch Mahals (17),12,55301,28585,26716,48281,24796,23485,7020,3789,3231
485,District - Dohad   (18),12,57837,29171,28666,53817,27071,26746,4020,2100,1920
486,District - Vadodara (19),12,79049,42355,36694,44289,23152,21137,34760,19203,15557
487,District - Narmada (20),12,13734,7077,6657,12475,6389,6086,1259,688,571
488,District - Bharuch (21),12,30831,16108,14723,21069,10818,10251,9762,5290,4472
489,District - The Dangs (22),12,5963,3071,2892,5132,2634,2498,831,437,394
490,District - Navsari   (23),12,23078,12081,10997,16422,8464,7958,6656,3617,3039
491,District - Valsad (24),12,33694,17669,16025,22501,11526,10975,11193,6143,5050
492,District - Surat (25),12,107216,59178,48038,23961,12706,11255,83255,46472,36783
493,District - Tapi (26),12,15770,8141,7629,14340,7389,6951,1430,752,678
468,District - Kachchh (01),13,41144,21586,19558,27532,14284,13248,13612,7302,6310
469,District - Banas Kantha (02),13,71410,37508,33902,62518,32640,29878,8892,4868,4024
470,District - Patan   (03),13,28137,15027,13110,22818,12112,10706,5319,2915,2404
471,District - Mahesana (04),13,39482,21926,17556,30388,16758,13630,9094,5168,3926
472,District - Sabar Kantha (05),13,49757,26555,23202,42642,22746,19896,7115,3809,3306
473,District - Gandhinagar (06),13,26321,14488,11833,15716,8521,7195,10605,5967,4638
474,District - Ahmadabad (07),13,127559,69568,57991,24658,13122,11536,102901,56446,46455
475,District - Surendranagar (08),13,37960,20115,17845,28260,14781,13479,9700,5334,4366
476,District - Rajkot (09),13,69973,37100,32873,31686,16532,15154,38287,20568,17719
477,District - Jamnagar (10),13,43176,22608,20568,24830,12903,11927,18346,9705,8641
478,District - Porbandar  (11),13,11584,6063,5521,6186,3276,2910,5398,2787,2611
479,District - Junagadh (12),13,58850,30590,28260,39271,20603,18668,19579,9987,9592
480,District - Amreli (13),13,31301,16313,14988,23245,12053,11192,8056,4260,3796
481,District - Bhavnagar (14),13,62356,32902,29454,39173,20403,18770,23183,12499,10684
482,District - Anand   (15),13,39960,21593,18367,28724,15452,13272,11236,6141,5095
483,District - Kheda (16),13,46413,24784,21629,36899,19664,17235,9514,5120,4394
484,District - Panch Mahals (17),13,51540,26640,24900,44754,22990,21764,6786,3650,3136
485,District - Dohad   (18),13,49446,24857,24589,45626,22872,22754,3820,1985,1835
486,District - Vadodara (19),13,75503,40211,35292,41038,21621,19417,34465,18590,15875
487,District - Narmada (20),13,13327,6957,6370,11940,6217,5723,1387,740,647
488,District - Bharuch (21),13,30089,15724,14365,20513,10603,9910,9576,5121,4455
489,District - The Dangs (22),13,5154,2663,2491,4250,2250,2000,904,413,491
490,District - Navsari   (23),13,23272,12321,10951,16768,8752,8016,6504,3569,2935
491,District - Valsad (24),13,31521,16481,15040,20656,10629,10027,10865,5852,5013
492,District - Surat (25),13,100385,54859,45526,23028,12069,10959,77357,42790,34567
493,District - Tapi (26),13,14891,7559,7332,13538,6854,6684,1353,705,648
468,District - Kachchh (01),14,41656,22006,19650,27896,14593,13303,13760,7413,6347
469,District - Banas Kantha (02),14,68918,36637,32281,60167,31776,28391,8751,4861,3890
470,District - Patan   (03),14,27769,15039,12730,22526,12084,10442,5243,2955,2288
471,District - Mahesana (04),14,39315,21774,17541,29766,16431,13335,9549,5343,4206
472,District - Sabar Kantha (05),14,49904,26749,23155,42538,22718,19820,7366,4031,3335
473,District - Gandhinagar (06),14,26078,14348,11730,15355,8355,7000,10723,5993,4730
474,District - Ahmadabad (07),14,129821,70778,59043,23887,12843,11044,105934,57935,47999
475,District - Surendranagar (08),14,38546,20575,17971,28355,14872,13483,10191,5703,4488
476,District - Rajkot (09),14,71953,38047,33906,32589,16918,15671,39364,21129,18235
477,District - Jamnagar (10),14,43066,22519,20547,24256,12580,11676,18810,9939,8871
478,District - Porbandar  (11),14,11457,5921,5536,5991,3074,2917,5466,2847,2619
479,District - Junagadh (12),14,59646,30927,28719,39595,20696,18899,20051,10231,9820
480,District - Amreli (13),14,32388,16886,15502,23962,12455,11507,8426,4431,3995
481,District - Bhavnagar (14),14,63114,33031,30083,39520,20435,19085,23594,12596,10998
482,District - Anand   (15),14,37941,20584,17357,27019,14660,12359,10922,5924,4998
483,District - Kheda (16),14,43873,23742,20131,34256,18404,15852,9617,5338,4279
484,District - Panch Mahals (17),14,49644,25800,23844,42923,22207,20716,6721,3593,3128
485,District - Dohad   (18),14,47943,24045,23898,43983,21850,22133,3960,2195,1765
486,District - Vadodara (19),14,74430,39711,34719,39975,21051,18924,34455,18660,15795
487,District - Narmada (20),14,13049,6829,6220,11472,5954,5518,1577,875,702
488,District - Bharuch (21),14,30400,15978,14422,20473,10639,9834,9927,5339,4588
489,District - The Dangs (22),14,4843,2440,2403,3908,2049,1859,935,391,544
490,District - Navsari   (23),14,23607,12306,11301,16949,8746,8203,6658,3560,3098
491,District - Valsad (24),14,30742,16075,14667,20042,10357,9685,10700,5718,4982
492,District - Surat (25),14,100398,55268,45130,22859,12022,10837,77539,43246,34293
493,District - Tapi (26),14,14657,7566,7091,13237,6785,6452,1420,781,639
468,District - Kachchh (01),15,41664,22013,19651,27871,14430,13441,13793,7583,6210
469,District - Banas Kantha (02),15,72543,38575,33968,63452,33495,29957,9091,5080,4011
470,District - Patan   (03),15,29308,16028,13280,23667,12855,10812,5641,3173,2468
471,District - Mahesana (04),15,42080,23612,18468,31941,17786,14155,10139,5826,4313
472,District - Sabar Kantha (05),15,51857,28078,23779,44119,23791,20328,7738,4287,3451
473,District - Gandhinagar (06),15,27732,15227,12505,16623,9053,7570,11109,6174,4935
474,District - Ahmadabad (07),15,135427,74232,61195,25181,13441,11740,110246,60791,49455
475,District - Surendranagar (08),15,39109,20876,18233,28711,15096,13615,10398,5780,4618
476,District - Rajkot (09),15,72955,39286,33669,32405,16984,15421,40550,22302,18248
477,District - Jamnagar (10),15,43862,23027,20835,24273,12512,11761,19589,10515,9074
478,District - Porbandar  (11),15,11432,5979,5453,5878,3068,2810,5554,2911,2643
479,District - Junagadh (12),15,60230,31208,29022,39984,20834,19150,20246,10374,9872
480,District - Amreli (13),15,34320,17841,16479,25202,13091,12111,9118,4750,4368
481,District - Bhavnagar (14),15,67255,35312,31943,42206,21877,20329,25049,13435,11614
482,District - Anand   (15),15,40473,22332,18141,28821,15812,13009,11652,6520,5132
483,District - Kheda (16),15,45813,24835,20978,36076,19522,16554,9737,5313,4424
484,District - Panch Mahals (17),15,53240,28084,25156,46034,24149,21885,7206,3935,3271
485,District - Dohad   (18),15,50093,25638,24455,46083,23438,22645,4010,2200,1810
486,District - Vadodara (19),15,77143,41660,35483,41608,22232,19376,35535,19428,16107
487,District - Narmada (20),15,13061,6732,6329,11600,5935,5665,1461,797,664
488,District - Bharuch (21),15,30770,16480,14290,20731,10924,9807,10039,5556,4483
489,District - The Dangs (22),15,4505,2325,2180,3640,1981,1659,865,344,521
490,District - Navsari   (23),15,24169,12888,11281,17173,9032,8141,6996,3856,3140
491,District - Valsad (24),15,30887,16356,14531,19951,10413,9538,10936,5943,4993
492,District - Surat (25),15,106954,60308,46646,23720,12566,11154,83234,47742,35492
493,District - Tapi (26),15,15106,7969,7137,13729,7207,6522,1377,762,615
468,District - Kachchh (01),16,39299,20604,18695,26175,13613,12562,13124,6991,6133
469,District - Banas Kantha (02),16,67923,36114,31809,59306,31365,27941,8617,4749,3868
470,District - Patan   (03),16,26890,14417,12473,21572,11515,10057,5318,2902,2416
471,District - Mahesana (04),16,39407,21626,17781,29818,16278,13540,9589,5348,4241
472,District - Sabar Kantha (05),16,47088,25171,21917,39793,21232,18561,7295,3939,3356
473,District - Gandhinagar (06),16,25106,13526,11580,14626,7800,6826,10480,5726,4754
474,District - Ahmadabad (07),16,128662,70346,58316,23206,12385,10821,105456,57961,47495
475,District - Surendranagar (08),16,37004,19609,17395,27047,14099,12948,9957,5510,4447
476,District - Rajkot (09),16,71136,37699,33437,31490,16311,15179,39646,21388,18258
477,District - Jamnagar (10),16,41675,21365,20310,23454,11879,11575,18221,9486,8735
478,District - Porbandar  (11),16,11073,5680,5393,5703,2888,2815,5370,2792,2578
479,District - Junagadh (12),16,57160,28987,28173,37940,19331,18609,19220,9656,9564
480,District - Amreli (13),16,33017,16649,16368,24215,12237,11978,8802,4412,4390
481,District - Bhavnagar (14),16,63368,32836,30532,39708,20268,19440,23660,12568,11092
482,District - Anand   (15),16,37232,20438,16794,26187,14442,11745,11045,5996,5049
483,District - Kheda (16),16,40991,21973,19018,31831,17067,14764,9160,4906,4254
484,District - Panch Mahals (17),16,47106,24997,22109,40554,21430,19124,6552,3567,2985
485,District - Dohad   (18),16,43218,21721,21497,39523,19745,19778,3695,1976,1719
486,District - Vadodara (19),16,71344,38159,33185,37191,19786,17405,34153,18373,15780
487,District - Narmada (20),16,12232,6456,5776,10800,5690,5110,1432,766,666
488,District - Bharuch (21),16,29311,15627,13684,19627,10322,9305,9684,5305,4379
489,District - The Dangs (22),16,4351,2210,2141,3462,1884,1578,889,326,563
490,District - Navsari   (23),16,23717,12602,11115,16858,8882,7976,6859,3720,3139
491,District - Valsad (24),16,29303,15534,13769,18737,9782,8955,10566,5752,4814
492,District - Surat (25),16,105469,60437,45032,22749,12340,10409,82720,48097,34623
493,District - Tapi (26),16,14945,7818,7127,13538,7061,6477,1407,757,650
468,District - Kachchh (01),17,36856,19495,17361,24089,12565,11524,12767,6930,5837
469,District - Banas Kantha (02),17,58326,31473,26853,50087,26858,23229,8239,4615,3624
470,District - Patan   (03),17,24767,13365,11402,19510,10474,9036,5257,2891,2366
471,District - Mahesana (04),17,38599,21079,17520,28839,15633,13206,9760,5446,4314
472,District - Sabar Kantha (05),17,43692,23391,20301,36767,19641,17126,6925,3750,3175
473,District - Gandhinagar (06),17,25318,13693,11625,14524,7766,6758,10794,5927,4867
474,District - Ahmadabad (07),17,128751,70631,58120,21879,11608,10271,106872,59023,47849
475,District - Surendranagar (08),17,34761,18470,16291,24866,13061,11805,9895,5409,4486
476,District - Rajkot (09),17,69478,37086,32392,30336,15653,14683,39142,21433,17709
477,District - Jamnagar (10),17,40433,20938,19495,22365,11390,10975,18068,9548,8520
478,District - Porbandar  (11),17,10673,5591,5082,5457,2835,2622,5216,2756,2460
479,District - Junagadh (12),17,54254,27852,26402,36019,18512,17507,18235,9340,8895
480,District - Amreli (13),17,31815,16113,15702,23304,11877,11427,8511,4236,4275
481,District - Bhavnagar (14),17,61401,31865,29536,37624,19080,18544,23777,12785,10992
482,District - Anand   (15),17,37142,20170,16972,25818,13971,11847,11324,6199,5125
483,District - Kheda (16),17,39997,21312,18685,30810,16495,14315,9187,4817,4370
484,District - Panch Mahals (17),17,43546,23277,20269,37112,19830,17282,6434,3447,2987
485,District - Dohad   (18),17,35880,17624,18256,32447,15744,16703,3433,1880,1553
486,District - Vadodara (19),17,69338,37519,31819,34485,18535,15950,34853,18984,15869
487,District - Narmada (20),17,11203,5905,5298,9928,5248,4680,1275,657,618
488,District - Bharuch (21),17,28284,15100,13184,18760,9944,8816,9524,5156,4368
489,District - The Dangs (22),17,3851,1953,1898,3142,1674,1468,709,279,430
490,District - Navsari   (23),17,23735,12553,11182,16740,8754,7986,6995,3799,3196
491,District - Valsad (24),17,28609,15461,13148,17737,9374,8363,10872,6087,4785
492,District - Surat (25),17,106298,63095,43203,21684,11790,9894,84614,51305,33309
493,District - Tapi (26),17,13933,7381,6552,12539,6639,5900,1394,742,652
468,District - Kachchh (01),18,44892,24282,20610,29942,16088,13854,14950,8194,6756
469,District - Banas Kantha (02),18,73542,39298,34244,63631,33875,29756,9911,5423,4488
470,District - Patan   (03),18,30859,16342,14517,24530,12915,11615,6329,3427,2902
471,District - Mahesana (04),18,44972,23871,21101,34103,18002,16101,10869,5869,5000
472,District - Sabar Kantha (05),18,51174,26778,24396,43275,22530,20745,7899,4248,3651
473,District - Gandhinagar (06),18,29922,15743,14179,17397,8924,8473,12525,6819,5706
474,District - Ahmadabad (07),18,150873,82164,68709,26018,13381,12637,124855,68783,56072
475,District - Surendranagar (08),18,39970,20921,19049,28879,14966,13913,11091,5955,5136
476,District - Rajkot (09),18,80596,43540,37056,34806,18201,16605,45790,25339,20451
477,District - Jamnagar (10),18,47708,25275,22433,26680,13939,12741,21028,11336,9692
478,District - Porbandar  (11),18,12119,6506,5613,6113,3255,2858,6006,3251,2755
479,District - Junagadh (12),18,60803,31979,28824,40293,21290,19003,20510,10689,9821
480,District - Amreli (13),18,35899,18234,17665,26467,13491,12976,9432,4743,4689
481,District - Bhavnagar (14),18,70029,36895,33134,42811,22068,20743,27218,14827,12391
482,District - Anand   (15),18,42029,22452,19577,29540,15766,13774,12489,6686,5803
483,District - Kheda (16),18,45849,23654,22195,35498,18209,17289,10351,5445,4906
484,District - Panch Mahals (17),18,49938,26603,23335,42772,22771,20001,7166,3832,3334
485,District - Dohad   (18),18,43689,21369,22320,39448,19149,20299,4241,2220,2021
486,District - Vadodara (19),18,78381,41869,36512,39039,20520,18519,39342,21349,17993
487,District - Narmada (20),18,11982,6252,5730,10584,5522,5062,1398,730,668
488,District - Bharuch (21),18,31478,17029,14449,20700,11131,9569,10778,5898,4880
489,District - The Dangs (22),18,4091,2010,2081,3443,1716,1727,648,294,354
490,District - Navsari   (23),18,26059,13832,12227,17964,9442,8522,8095,4390,3705
491,District - Valsad (24),18,33883,18461,15422,20605,10697,9908,13278,7764,5514
492,District - Surat (25),18,141236,88949,52287,24943,13849,11094,116293,75100,41193
493,District - Tapi (26),18,15471,8008,7463,13922,7194,6728,1549,814,735
468,District - Kachchh (01),19,36977,19730,17247,23718,12635,11083,13259,7095,6164
469,District - Banas Kantha (02),19,52319,26881,25438,44428,22703,21725,7891,4178,3713
470,District - Patan   (03),19,23536,12052,11484,18222,9237,8985,5314,2815,2499
471,District - Mahesana (04),19,37359,19596,17763,27477,14317,13160,9882,5279,4603
472,District - Sabar Kantha (05),19,40164,20602,19562,33461,17032,16429,6703,3570,3133
473,District - Gandhinagar (06),19,25494,13318,12176,14343,7275,7068,11151,6043,5108
474,District - Ahmadabad (07),19,135578,72381,63197,20454,10419,10035,115124,61962,53162
475,District - Surendranagar (08),19,31967,16190,15777,22550,11273,11277,9417,4917,4500
476,District - Rajkot (09),19,70281,36910,33371,29745,15138,14607,40536,21772,18764
477,District - Jamnagar (10),19,40408,21011,19397,21845,11157,10688,18563,9854,8709
478,District - Porbandar  (11),19,10561,5528,5033,5239,2770,2469,5322,2758,2564
479,District - Junagadh (12),19,51024,26364,24660,33575,17358,16217,17449,9006,8443
480,District - Amreli (13),19,29586,14557,15029,21577,10588,10989,8009,3969,4040
481,District - Bhavnagar (14),19,57452,29396,28056,33817,16802,17015,23635,12594,11041
482,District - Anand   (15),19,36601,19116,17485,25003,12991,12012,11598,6125,5473
483,District - Kheda (16),19,39554,20454,19100,29966,15477,14489,9588,4977,4611
484,District - Panch Mahals (17),19,39823,20577,19246,33456,17254,16202,6367,3323,3044
485,District - Dohad   (18),19,33023,15244,17779,29407,13436,15971,3616,1808,1808
486,District - Vadodara (19),19,69078,36418,32660,32596,16798,15798,36482,19620,16862
487,District - Narmada (20),19,10470,5386,5084,9228,4770,4458,1242,616,626
488,District - Bharuch (21),19,28307,15248,13059,18299,9815,8484,10008,5433,4575
489,District - The Dangs (22),19,3645,1794,1851,3100,1520,1580,545,274,271
490,District - Navsari   (23),19,23880,12407,11473,16159,8325,7834,7721,4082,3639
491,District - Valsad (24),19,30240,16228,14012,17966,9132,8834,12274,7096,5178
492,District - Surat (25),19,126049,77521,48528,22366,12159,10207,103683,65362,38321
493,District - Tapi (26),19,13985,6991,6994,12477,6195,6282,1508,796,712
468,District - Kachchh (01),20,51618,27500,24118,34648,18715,15933,16970,8785,8185
469,District - Banas Kantha (02),20,76196,39254,36942,65660,33864,31796,10536,5390,5146
470,District - Patan   (03),20,33257,17246,16011,26309,13696,12613,6948,3550,3398
471,District - Mahesana (04),20,48730,24816,23914,36910,18781,18129,11820,6035,5785
472,District - Sabar Kantha (05),20,53621,27319,26302,45189,22965,22224,8432,4354,4078
473,District - Gandhinagar (06),20,32736,16702,16034,19038,9539,9499,13698,7163,6535
474,District - Ahmadabad (07),20,165802,86656,79146,26939,13765,13174,138863,72891,65972
475,District - Surendranagar (08),20,40119,20481,19638,28792,14564,14228,11327,5917,5410
476,District - Rajkot (09),20,87528,45343,42185,37405,18734,18671,50123,26609,23514
477,District - Jamnagar (10),20,51418,26435,24983,28265,14359,13906,23153,12076,11077
478,District - Porbandar  (11),20,12831,6803,6028,6469,3474,2995,6362,3329,3033
479,District - Junagadh (12),20,62994,32288,30706,42111,21584,20527,20883,10704,10179
480,District - Amreli (13),20,37920,18654,19266,28272,13856,14416,9648,4798,4850
481,District - Bhavnagar (14),20,69993,35648,34345,41560,20664,20896,28433,14984,13449
482,District - Anand   (15),20,45549,23518,22031,31779,16466,15313,13770,7052,6718
483,District - Kheda (16),20,50263,25510,24753,39122,19847,19275,11141,5663,5478
484,District - Panch Mahals (17),20,52244,27105,25139,44518,23190,21328,7726,3915,3811
485,District - Dohad   (18),20,44770,21560,23210,40619,19504,21115,4151,2056,2095
486,District - Vadodara (19),20,84600,43792,40808,41946,21469,20477,42654,22323,20331
487,District - Narmada (20),20,12134,6175,5959,10730,5498,5232,1404,677,727
